title,description,price,true_shop_type
Warm chickpea 1kg,High-quality chickpea 1kg suited for everyday and festive use. Price: BDT 164.,164,food
Traditional chickpea 1kg,High-quality chickpea 1kg suited for everyday and festive use. Price: BDT 132.,132,food
Warm chickpea 1kg,High-quality chickpea 1kg suited for everyday and festive use. Price: BDT 115.,115,food
Fresh chickpea 1kg,High-quality chickpea 1kg suited for everyday and festive use. Price: BDT 133.,133,food
Warm chickpea 1kg,High-quality chickpea 1kg suited for everyday and festive use. Price: BDT 143.,143,food
Cotton chickpea 1kg,High-quality chickpea 1kg suited for everyday and festive use. Price: BDT 111.,111,food
Casual chickpea 1kg,High-quality chickpea 1kg suited for everyday and festive use. Price: BDT 124.,124,food
Lightweight sweet box,High-quality sweet box suited for everyday and festive use. Price: BDT 746.,746,food
Fresh sweet box,High-quality sweet box suited for everyday and festive use. Price: BDT 836.,836,food
Warm sweet box,High-quality sweet box suited for everyday and festive use. Price: BDT 887.,887,food
Silk sweet box,High-quality sweet box suited for everyday and festive use. Price: BDT 652.,652,food
Exclusive sweet box,High-quality sweet box suited for everyday and festive use. Price: BDT 842.,842,food
Stylish sweet box,High-quality sweet box suited for everyday and festive use. Price: BDT 834.,834,food
Limited Edition sweet box,High-quality sweet box suited for everyday and festive use. Price: BDT 824.,824,food
Bestseller sweet box,High-quality sweet box suited for everyday and festive use. Price: BDT 899.,899,food
Limited Edition sweet box,High-quality sweet box suited for everyday and festive use. Price: BDT 718.,718,food
Luxury sweet box,High-quality sweet box suited for everyday and festive use. Price: BDT 603.,603,food
Traditional sweet box,High-quality sweet box suited for everyday and festive use. Price: BDT 715.,715,food
Handmade sweet box,High-quality sweet box suited for everyday and festive use. Price: BDT 638.,638,food
Traditional sweet box,High-quality sweet box suited for everyday and festive use. Price: BDT 785.,785,food
Designer sweet box,High-quality sweet box suited for everyday and festive use. Price: BDT 693.,693,food
Embroidered sweet box,High-quality sweet box suited for everyday and festive use. Price: BDT 757.,757,food
Handmade sweet box,High-quality sweet box suited for everyday and festive use. Price: BDT 925.,925,food
Warm sweet box,High-quality sweet box suited for everyday and festive use. Price: BDT 886.,886,food
Embroidered sweet box,High-quality sweet box suited for everyday and festive use. Price: BDT 730.,730,food
Lightweight sweet box,High-quality sweet box suited for everyday and festive use. Price: BDT 621.,621,food
Luxury sweet box,High-quality sweet box suited for everyday and festive use. Price: BDT 618.,618,food
Limited Edition hilsa fish 1kg,High-quality hilsa fish 1kg suited for everyday and festive use. Price: BDT 1830.,1830,food
Fresh hilsa fish 1kg,High-quality hilsa fish 1kg suited for everyday and festive use. Price: BDT 1855.,1855,food
Handmade hilsa fish 1kg,High-quality hilsa fish 1kg suited for everyday and festive use. Price: BDT 1933.,1933,food
Elegant hilsa fish 1kg,High-quality hilsa fish 1kg suited for everyday and festive use. Price: BDT 1702.,1702,food
Imported hilsa fish 1kg,High-quality hilsa fish 1kg suited for everyday and festive use. Price: BDT 1755.,1755,food
Organic hilsa fish 1kg,High-quality hilsa fish 1kg suited for everyday and festive use. Price: BDT 1809.,1809,food
Soft hilsa fish 1kg,High-quality hilsa fish 1kg suited for everyday and festive use. Price: BDT 2128.,2128,food
Cotton hilsa fish 1kg,High-quality hilsa fish 1kg suited for everyday and festive use. Price: BDT 1816.,1816,food
Traditional hilsa fish 1kg,High-quality hilsa fish 1kg suited for everyday and festive use. Price: BDT 1795.,1795,food
Limited Edition hilsa fish 1kg,High-quality hilsa fish 1kg suited for everyday and festive use. Price: BDT 1899.,1899,food
Luxury hilsa fish 1kg,High-quality hilsa fish 1kg suited for everyday and festive use. Price: BDT 2041.,2041,food
Elegant hilsa fish 1kg,High-quality hilsa fish 1kg suited for everyday and festive use. Price: BDT 1803.,1803,food
Limited Edition hilsa fish 1kg,High-quality hilsa fish 1kg suited for everyday and festive use. Price: BDT 1785.,1785,food
Premium hilsa fish 1kg,High-quality hilsa fish 1kg suited for everyday and festive use. Price: BDT 1572.,1572,food
Imported hilsa fish 1kg,High-quality hilsa fish 1kg suited for everyday and festive use. Price: BDT 1546.,1546,food
Embroidered hilsa fish 1kg,High-quality hilsa fish 1kg suited for everyday and festive use. Price: BDT 1858.,1858,food
Limited Edition hilsa fish 1kg,High-quality hilsa fish 1kg suited for everyday and festive use. Price: BDT 1838.,1838,food
Limited Edition hilsa fish 1kg,High-quality hilsa fish 1kg suited for everyday and festive use. Price: BDT 1848.,1848,food
Lightweight hilsa fish 1kg,High-quality hilsa fish 1kg suited for everyday and festive use. Price: BDT 2116.,2116,food
Imported hilsa fish 1kg,High-quality hilsa fish 1kg suited for everyday and festive use. Price: BDT 1949.,1949,food
Designer premium tea 500g,High-quality premium tea 500g suited for everyday and festive use. Price: BDT 370.,370,food
Imported premium tea 500g,High-quality premium tea 500g suited for everyday and festive use. Price: BDT 381.,381,food
Lightweight premium tea 500g,High-quality premium tea 500g suited for everyday and festive use. Price: BDT 393.,393,food
Designer premium tea 500g,High-quality premium tea 500g suited for everyday and festive use. Price: BDT 498.,498,food
Fresh premium tea 500g,High-quality premium tea 500g suited for everyday and festive use. Price: BDT 440.,440,food
Festive premium tea 500g,High-quality premium tea 500g suited for everyday and festive use. Price: BDT 500.,500,food
Cotton premium tea 500g,High-quality premium tea 500g suited for everyday and festive use. Price: BDT 403.,403,food
Soft premium tea 500g,High-quality premium tea 500g suited for everyday and festive use. Price: BDT 393.,393,food
Branded premium tea 500g,High-quality premium tea 500g suited for everyday and festive use. Price: BDT 427.,427,food
Handmade premium tea 500g,High-quality premium tea 500g suited for everyday and festive use. Price: BDT 353.,353,food
Handmade premium tea 500g,High-quality premium tea 500g suited for everyday and festive use. Price: BDT 355.,355,food
Luxury premium tea 500g,High-quality premium tea 500g suited for everyday and festive use. Price: BDT 432.,432,food
Fresh premium tea 500g,High-quality premium tea 500g suited for everyday and festive use. Price: BDT 487.,487,food
Fresh premium tea 500g,High-quality premium tea 500g suited for everyday and festive use. Price: BDT 489.,489,food
Stylish premium tea 500g,High-quality premium tea 500g suited for everyday and festive use. Price: BDT 423.,423,food
Lightweight premium tea 500g,High-quality premium tea 500g suited for everyday and festive use. Price: BDT 500.,500,food
Handmade premium tea 500g,High-quality premium tea 500g suited for everyday and festive use. Price: BDT 495.,495,food
Bestseller premium tea 500g,High-quality premium tea 500g suited for everyday and festive use. Price: BDT 437.,437,food
Festive premium tea 500g,High-quality premium tea 500g suited for everyday and festive use. Price: BDT 390.,390,food
Traditional premium tea 500g,High-quality premium tea 500g suited for everyday and festive use. Price: BDT 365.,365,food
Lightweight honey 500g,High-quality honey 500g suited for everyday and festive use. Price: BDT 551.,551,food
Imported honey 500g,High-quality honey 500g suited for everyday and festive use. Price: BDT 634.,634,food
Premium honey 500g,High-quality honey 500g suited for everyday and festive use. Price: BDT 547.,547,food
Cotton honey 500g,High-quality honey 500g suited for everyday and festive use. Price: BDT 634.,634,food
Lightweight honey 500g,High-quality honey 500g suited for everyday and festive use. Price: BDT 667.,667,food
Bestseller honey 500g,High-quality honey 500g suited for everyday and festive use. Price: BDT 644.,644,food
Lightweight honey 500g,High-quality honey 500g suited for everyday and festive use. Price: BDT 641.,641,food
Organic honey 500g,High-quality honey 500g suited for everyday and festive use. Price: BDT 583.,583,food
Stylish honey 500g,High-quality honey 500g suited for everyday and festive use. Price: BDT 621.,621,food
Exclusive honey 500g,High-quality honey 500g suited for everyday and festive use. Price: BDT 675.,675,food
Soft honey 500g,High-quality honey 500g suited for everyday and festive use. Price: BDT 613.,613,food
Bestseller honey 500g,High-quality honey 500g suited for everyday and festive use. Price: BDT 653.,653,food
Embroidered honey 500g,High-quality honey 500g suited for everyday and festive use. Price: BDT 606.,606,food
Handmade honey 500g,High-quality honey 500g suited for everyday and festive use. Price: BDT 509.,509,food
Limited Edition honey 500g,High-quality honey 500g suited for everyday and festive use. Price: BDT 482.,482,food
Fresh honey 500g,High-quality honey 500g suited for everyday and festive use. Price: BDT 658.,658,food
Modern honey 500g,High-quality honey 500g suited for everyday and festive use. Price: BDT 674.,674,food
Stylish honey 500g,High-quality honey 500g suited for everyday and festive use. Price: BDT 555.,555,food
Imported honey 500g,High-quality honey 500g suited for everyday and festive use. Price: BDT 516.,516,food
Lightweight honey 500g,High-quality honey 500g suited for everyday and festive use. Price: BDT 650.,650,food
Warm spice mix pack,High-quality spice mix pack suited for everyday and festive use. Price: BDT 258.,258,food
Elegant spice mix pack,High-quality spice mix pack suited for everyday and festive use. Price: BDT 291.,291,food
Bestseller spice mix pack,High-quality spice mix pack suited for everyday and festive use. Price: BDT 282.,282,food
Imported spice mix pack,High-quality spice mix pack suited for everyday and festive use. Price: BDT 247.,247,food
Modern spice mix pack,High-quality spice mix pack suited for everyday and festive use. Price: BDT 342.,342,food
Soft spice mix pack,High-quality spice mix pack suited for everyday and festive use. Price: BDT 223.,223,food
Warm spice mix pack,High-quality spice mix pack suited for everyday and festive use. Price: BDT 270.,270,food
